,language,glottocode,lemma,pos,reference,meaning_ru,target_ipa,russian_ipa,metathesis,problems
3234,Botlikh_Al,botl1242,убо́рщица,,"Alekseev, Azayev 2019",уборщица,u-b-'o-r-ʃː-i-ts-a,U-b-'o-r-ɕː-I-ts-A,,
3235,Botlikh,botl1242,убо́рни,noun,"Saidova, Abusov 2012",уборная,u-b-'o-r-n-i-0-0,U-b-'o-r-n-A-j-A,,
3236,Godoberi,ghod1238,УБÓРНИ,,Saidova 2006,уборная,u-b-'o-r-n-i-0-0,U-b-'o-r-n-A-j-A,,
3237,Karata-Tukita,kara1474,ОБО'РНИ,,"Magomedova, Khalidova 2001",уборная,o-b-'o-r-n-i-0-0,U-b-'o-r-n-A-j-A,,
3238,Bagvalal,bagv1239,УДÁРНИК,,Magomedova 2004,ударник,u-d-'a-r-n-i-k,U-d-'a-r-nʲ-I-k,,
3239,Botlikh_Al,botl1242,удобре́ни,,"Alekseev, Azayev 2019",удобрение,u-d-o-b-r-'e-n-i-0-0,U-d-O-b-rʲ-'e-nʲ-I-j-E,,
3240,Avar,avar1256,ука́з,,Gimbatov 2006,указ,u-k-'a-z,U-k-'a-Z,,
3241,Botlikh,botl1242,ука́з,noun,"Saidova, Abusov 2012",указ,u-k-'a-z,U-k-'a-Z,,
3242,Godoberi,ghod1238,УКÁЗ/И,,Saidova 2006,указ,u-k-'a-z-i,U-k-'a-Z-0,,
3243,Avar,avar1256,укóл,,Gimbatov 2006,укол,u-k-'o-l,U-k-'o-l,,
3244,Bagvalal,bagv1239,ИКÓЛ,,Magomedova 2004,укол,i-k-'o-l,U-k-'o-l,,
3245,Botlikh,botl1242,око́л,noun,"Saidova, Abusov 2012",укол,o-k-'o-l,U-k-'o-l,,
3246,Botlikh_Al,botl1242,уко́л,,"Alekseev, Azayev 2019",укол,u-k-'o-l,U-k-'o-l,,
3247,Godoberi,ghod1238,ОКÓЛ,,Saidova 2006,укол,o-k-'o-l,U-k-'o-l,,
3248,Godoberi,ghod1238,УКÓЛ,,Saidova 2006,укол,u-k-'o-l,U-k-'o-l,,
3249,Karata-Tukita,kara1474,ОКО'Л,,"Magomedova, Khalidova 2001",укол,o-k-'o-l,U-k-'o-l,,
3250,Akhvakh,akhv1239,око'ли,noun,"Magomedova, Abdulayeva 2007",укол,o-k-'o-l-i,U-k-'o-l-0,,
3251,Avar,avar1256,умыва́льник,,Gimbatov 2006,умывальник,u-m-i-w-'a-l-n-i-k,U-m-I-v-'a-lʲ-nʲ-I-k,,
3252,Chamalal,cham1309,УМО̅НИКI,noun IV,Magomedova 1999,умывальник,u-m-0-0-oː-0-n-i-k',U-m-I-v-'a-lʲ-nʲ-I-k,,
3253,Andi,andi1255,умивальники,,Salimov 2010,умывальник,u-m-i-w-a-lʲ-n-i-k-i,U-m-I-v-'a-lʲ-nʲ-I-k-0,,
3254,Botlikh_Al,botl1242,универиситет,noun,"Alekseev, Azayev 2019",университет,u-n-i-w-e-r-i-s-i-t-e-t,U-nʲ-I-vʲ-E-r-0-sʲ-I-tʲ-'e-t,,
3255,Avar,avar1256,универма́г,,Gimbatov 2006,универмаг,u-n-i-w-e-r-m-'a-g,U-nʲ-I-vʲ-E-r-m-'a-G,,
3256,Botlikh_Al,botl1242,универма́г,noun,"Alekseev, Azayev 2019",универмаг,u-n-i-w-e-r-m-'a-ɡ,U-nʲ-I-vʲ-E-r-m-'a-G,,
3257,Botlikh,botl1242,универма́г,noun,"Saidova, Abusov 2012",универмаг,u-n-i-w-e-r-m-'a-ɡ,U-nʲ-I-vʲ-E-r-m-'a-G,,
3258,Godoberi,ghod1238,УНИВЕРМÁГ/И,,Saidova 2006,универмаг,u-n-i-w-e-r-m-'a-ɡʲ-i,U-nʲ-I-vʲ-E-r-m-'a-G-0,,
3259,Avar,avar1256,университéт,,Gimbatov 2006,университет,u-n-i-w-e-r-s-i-t-'e-t,U-nʲ-I-vʲ-E-r-sʲ-I-tʲ-'e-t,,
3260,Botlikh,botl1242,университе́т,noun,"Saidova, Abusov 2012",университет,u-n-i-w-e-r-s-i-t-'e-t,U-nʲ-I-vʲ-E-r-sʲ-I-tʲ-'e-t,,
3261,Godoberi,ghod1238,УНИВЕРСИТÉТ/И,,Saidova 2006,университет,u-n-i-w-e-r-s-i-t-'e-t-i,U-nʲ-I-vʲ-E-r-sʲ-I-tʲ-'e-t-0,,
3262,Bagvalal,bagv1239,УПАЛНАМÓЧНИ,,Magomedova 2004,уполномоченный,u-p-a-l-n-a-m-'o-tʃ-0-n-i-0,U-p-O-l-n-O-m-'o-tɕ-E-n-I-j,,
3263,Avar,avar1256,управлéни/е,,Gimbatov 2006,управление,u-p-r-a-w-l-'e-n-i-j-e,U-p-r-A-v-lʲ-'e-nʲ-I-j-E,,
3264,Botlikh_Al,botl1242,управле́ни,,"Alekseev, Azayev 2019",управление,u-p-r-a-w-l-'e-n-i-0-0,U-p-r-A-v-lʲ-'e-nʲ-I-j-E,,
3265,Avar,avar1256,ура́н,,Gimbatov 2006,уран,u-r-'a-n,U-r-'a-n,,
3266,Botlikh_Al,botl1242,ура́н,,"Alekseev, Azayev 2019",уран,u-r-'a-n,U-r-'a-n,,
3267,Avar,avar1256,уста́в,,Gimbatov 2006,устав,u-s-t-'a-w,U-s-t-'a-V,,
3268,Botlikh,botl1242,уста́в,noun,"Saidova, Abusov 2012",устав,u-s-t-'a-w,U-s-t-'a-V,,
3269,Godoberi,ghod1238,УСТÁВ,,Saidova 2006,устав,u-s-t-'a-w,U-s-t-'a-V,,
3270,Botlikh_Al,botl1242,уша́нка,,"Alekseev, Azayev 2019",ушанка,u-ʃ-'a-n-k-a,U-ʃ-'a-n-k-A,,
3271,Avar,avar1256,уча́стка,,Gimbatov 2006,участок,u-tʃ-'a-s-t-k-a,U-tɕ-'a-s-t-O-k,,
3272,Botlikh_Al,botl1242,уча́ска,,"Alekseev, Azayev 2019",участок,u-tʃ-'a-s-0-k-a,U-tɕ-'a-s-t-O-k,new form,
3273,Akhvakh,akhv1239,учи'лIли,noun,"Magomedova, Abdulayeva 2007",учитель,u-tʃ-'i-tɬː-l-i,U-tɕ-'i-tʲ-E-lʲ,1,
3274,Avar,avar1256,учѝтел/ь,,Gimbatov 2006,учитель,u-tʃ-'i-t-e-l,U-tɕ-'i-tʲ-E-lʲ,,
3275,Bagvalal,bagv1239,УЧИТ́ИР,,Magomedova 2004,учитель,u-tʃ-i-t-'i-r,U-tɕ-'i-tʲ-E-lʲ,,
3276,Bagvalal,bagv1239,УЧ́ИТЕЛ,,Magomedova 2004,учитель,u-tʃ-'i-t-e-l,U-tɕ-'i-tʲ-E-lʲ,,
3277,Botlikh,botl1242,учи́тел,,"Saidova, Abusov 2012",учитель,u-tʃ-'i-t-e-l,U-tɕ-'i-tʲ-E-lʲ,,
3278,Botlikh_Al,botl1242,учи́тил,,"Alekseev, Azayev 2019",учитель,u-tʃ-'i-t-i-l,U-tɕ-'i-tʲ-E-lʲ,,
3279,Godoberi,ghod1238,УЧИ́ТИЛ,,Saidova 2006,учитель,u-tʃ-'i-t-i-l,U-tɕ-'i-tʲ-E-lʲ,,
3280,Tindi,tind1238,УЧИТИ́Р,,Magomedova 2003,учитель,u-tʃ-i-t-'i-r,U-tɕ-'i-tʲ-E-lʲ,,
3281,Akhvakh,akhv1239,учи'теᴴца,noun,"Magomedova, Abdulayeva 2007",учительница,u-tʃ-'i-t-ẽ-0-0-0-ts-a,U-tɕ-'i-tʲ-E-lʲ-nʲ-I-ts-A,,
3282,Avar,avar1256,учѝтельница,,Gimbatov 2006,учительница,u-tʃ-'i-t-e-l-n-i-ts-a,U-tɕ-'i-tʲ-E-lʲ-nʲ-I-ts-A,,
3283,Botlikh,botl1242,учи́телница,,"Saidova, Abusov 2012",учительница,u-tʃ-'i-t-e-l-n-i-ts-a,U-tɕ-'i-tʲ-E-lʲ-nʲ-I-ts-A,,
3284,Godoberi,ghod1238,УЧИ́ТИЛНИЦА,,Saidova 2006,учительница,u-tʃ-'i-t-i-l-n-i-ts-a,U-tɕ-'i-tʲ-E-lʲ-nʲ-I-ts-A,,
3285,Karata-Tukita,kara1474,УШТИ'НЦА,,"Magomedova, Khalidova 2001",учительница,u-ʃ-0-t-'i-0-n-0-ts-a,U-tɕ-'i-tʲ-E-lʲ-nʲ-I-ts-A,,
3286,Avar,avar1256,учёт,,Gimbatov 2006,учёт,u-tʃ-o-t,U-tɕ-'o-t,,
3287,Botlikh_Al,botl1242,учот,,"Alekseev, Azayev 2019",учет,u-tʃ-o-t,U-tɕ-'o-t,,
3288,Botlikh_Al,botl1242,учоччик,,"Alekseev, Azayev 2019",учетчик,u-tʃ-o-tʃː-i-k,U-tɕ-'o-tɕ-I-k,,
3289,Godoberi,ghod1238,УЧЕРЕЖДÉНИ,,Saidova 2006,учреждение,u-tʃ-e-r-e-ʒ-d-'e-n-i-0-0,U-tɕ-E-rʲ-E-ʐ-dʲ-'e-nʲ-I-j-E,,
3290,Avar,avar1256,учреждéни/е,,Gimbatov 2006,учреждение,u-tʃ-r-e-ʒ-d-'e-n-i-j-e,U-tɕ-rʲ-E-ʐ-dʲ-'e-nʲ-I-j-E,,
3291,Botlikh_Al,botl1242,учрежде́ни,noun,"Alekseev, Azayev 2019",учреждение,u-tʃ-r-e-ʒ-d-'e-n-i-0-0,U-tɕ-rʲ-E-ʐ-dʲ-'e-nʲ-I-j-E,,
3292,Avar,avar1256,итý,,Gimbatov 2006,утюг,i-t-'u-0,U-tʲ-'u-G,,
3293,Godoberi,ghod1238,ИТУ́,,Saidova 2006,утюг,i-t-'u-0,U-tʲ-'u-G,,
3294,Karata-Tukita,kara1474,ИТ/У',,"Magomedova, Khalidova 2001",утюг,i-t-'u-0,U-tʲ-'u-G,,
3295,Tindi,tind1238,ЍТУ,,Magomedova 2003,утюг,ˌi-t-u-0,U-tʲ-'u-G,,
3296,Botlikh_Al,botl1242,ва́пли,noun,"Alekseev, Azayev 2019",вафля,w-'a-p-l-i,v-'a-f-lʲ-A,,
3297,Botlikh_Al,botl1242,васка,noun,"Alekseev, Azayev 2019",вакса,w-a-s-k-a,v-'a-k-s-A,,
3298,Botlikh_Al,botl1242,ва́линка,noun,"Alekseev, Azayev 2019",валенок,w-'a-l-i-n-k-a,v-'a-lʲ-E-n-O-k,,other norm
3299,Botlikh_Al,botl1242,валс,noun,"Alekseev, Azayev 2019",вальс,w-a-l-s,v-'a-lʲ-s,,
3300,Avar,avar1256,ва́нна,,Gimbatov 2006,ванна,w-'a-n-n-a,v-'a-n-n-A,,
3301,Bagvalal,bagv1239,ВÁ̄НА,,Magomedova 2004,ванна,w-'a-n-n-a,v-'a-n-n-A,,
3302,Botlikh_Al,botl1242,ванна,noun,"Alekseev, Azayev 2019",ванна,w-a-n-n-a,v-'a-n-n-A,,
3303,Botlikh_Al,botl1242,ва́рвар,noun,"Alekseev, Azayev 2019",варвар,w-'a-r-w-a-r,v-'a-r-v-A-r,,
3304,Botlikh_Al,botl1242,ва́за,noun,"Alekseev, Azayev 2019",ваза,w-'a-z-a,v-'a-z-A,,
3305,Botlikh_Al,botl1242,ви́дра,noun,"Alekseev, Azayev 2019",выдра,w-'i-d-r-a,v-'i-d-r-A,,
3306,Botlikh_Al,botl1242,виговор,noun,"Alekseev, Azayev 2019",выговор,w-i-ɡ-o-w-o-r,v-'i-g-O-v-O-r,,
3307,Botlikh_Al,botl1242,ви́ставка,noun,"Alekseev, Azayev 2019",выставка,w-'i-s-t-a-w-k-a,v-'i-s-t-A-V-k-A,,
3308,Botlikh_Al,botl1242,ви́варка,noun,"Alekseev, Azayev 2019",выварка,w-'i-w-a-r-k-a,v-'i-v-A-r-k-A,,
3309,Botlikh_Al,botl1242,во́бла хъваᴴй,noun,"Alekseev, Azayev 2019",вобла,w-'o-b-l-a,v-'o-b-l-A,,
3310,Botlikh_Al,botl1242,во́тка,noun,"Alekseev, Azayev 2019",водка,w-'o-t-k-a,v-'o-D-k-A,,
3311,Botlikh_Al,botl1242,вожд,noun,"Alekseev, Azayev 2019",вождь,w-o-ʒ-d,v-'o-ʐ-dʲ,,
3312,Botlikh_Al,botl1242,варата́р,noun,"Alekseev, Azayev 2019",вратарь,w-a-r-a-t-'a-r,v-0-r-A-t-'a-rʲ,,
3313,Botlikh_Al,botl1242,вара́ч,noun,"Alekseev, Azayev 2019",врач,w-a-r-'a-tʃ,v-0-r-'a-tɕ,,
3314,Bagvalal,bagv1239,ВИЗНÓС,,Magomedova 2004,взнос,w-i-z-n-'o-s,v-0-z-n-'o-s,,
3315,Akhvakh,akhv1239,ваᴴ'гу,noun,"Magomedova, Abdulayeva 2007",вагон,w-'a-ɡ-u-0,v-A-g-'o-n,,
3316,Avar,avar1256,вагóн,,Gimbatov 2006,вагон,w-a-g-'o-n,v-A-g-'o-n,,
3317,Bagvalal,bagv1239,ВАЃУН,,Magomedova 2004,вагон,w-a-ɡ-'u-n,v-A-g-'o-n,,
3319,Botlikh,botl1242,вагу́н,noun,"Saidova, Abusov 2012",вагон,w-a-ɡ-'u-n,v-A-g-'o-n,,
3320,Chamalal,cham1309,ВАГУ́ᴴ,noun IV,Magomedova 1999,вагон,w-a-ɡ-'u-0,v-A-g-'o-n,,
3322,Godoberi,ghod1238,ВАГУ́Н,noun,Saidova 2006,вагон,w-a-ɡ-'u-n,v-A-g-'o-n,,
3323,Karata-Tukita,kara1474,ВАГУ'Н,noun,"Magomedova, Khalidova 2001",вагон,w-a-ɡ-'u-n,v-A-g-'o-n,,
3324,Botlikh_Al,botl1242,вакци́на,noun,"Alekseev, Azayev 2019",вакцина,w-a-k-ts-'i-n-a,v-A-k-ts-'i-n-A,,
3325,Akhvakh,akhv1239,вале'ти,noun,"Magomedova, Abdulayeva 2007",валет,w-a-l-'e-t-i,v-A-lʲ-'e-t-0,,
3326,Botlikh_Al,botl1242,варе́ни,noun,"Alekseev, Azayev 2019",варенье,w-a-r-'e-n-i-0,v-a-rʲ-'e-nʲ-j-E,,
3327,Botlikh_Al,botl1242,ва́хьмистир,noun,"Alekseev, Azayev 2019",вахмистр,w-'a-x-m-i-s-t-i-r,v-A-x-mʲ-'i-s-t-0-r,,
3328,Avar,avar1256,вазелѝн,,Gimbatov 2006,вазелин,w-a-z-e-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3329,Bagvalal,bagv1239,ВАЗИЛ́ИН,,Magomedova 2004,вазелин,w-a-z-i-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3330,Botlikh_Al,botl1242,ваз(и)ли́н,noun,"Alekseev, Azayev 2019",вазелин,w-a-z-i-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3331,Botlikh,botl1242,вазили́н,noun,"Saidova, Abusov 2012",вазелин,w-a-z-i-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3332,Botlikh,botl1242,вазли́н,noun,"Saidova, Abusov 2012",вазелин,w-a-z-0-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3333,Chamalal,cham1309,ВАЗЛИᴴ,,Magomedova 1999,вазелин,w-a-z-0-l-ĩ-0,v-A-zʲ-E-lʲ-'i-n,,
3334,Godoberi,ghod1238,ВАЗИЛИ́Н,noun,Saidova 2006,вазелин,w-a-z-i-l-'i-n,v-A-zʲ-E-lʲ-'i-n,,
3335,Karata-Tukita,kara1474,УХА'ДНОЙ,,"Magomedova, Khalidova 2001",выходной,0-u-χ-'a-d-n-o-j,v-I-x-O-d-n-'o-j,,
3336,Avar,avar1256,водорóд,,Gimbatov 2006,водород,w-o-d-o-r-'o-d,v-O-d-O-r-'o-D,,
3337,Botlikh_Al,botl1242,водоро́д,noun,"Alekseev, Azayev 2019",водород,w-o-d-o-r-'o-d,v-O-d-O-r-'o-D,,
3338,Avar,avar1256,военкóм,,Gimbatov 2006,военком,w-o-j-e-n-k-'o-m,v-O-E-0-n-k-'o-m,,
3339,Avar,avar1256,военкома́т,,Gimbatov 2006,военкомат,w-o-j-e-n-k-o-m-'a-t,v-O-E-0-n-k-O-m-'a-t,,
3340,Botlikh_Al,botl1242,вайнко́м,noun,"Alekseev, Azayev 2019",военком,w-a-j-n-k-'o-m,v-O-E-n-k-'o-m,,
3341,Botlikh_Al,botl1242,вайнкама́т,noun,"Alekseev, Azayev 2019",военкомат,w-a-j-n-k-a-m-'a-t,v-O-E-n-k-o-m-'a-t,,
3342,Avar,avar1256,вокза́л,,Gimbatov 2006,вокзал,w-o-k-z-'a-l,v-O-K-z-'a-l,,
3343,Bagvalal,bagv1239,ВАКЗÁЛ,,Magomedova 2004,вокзал,w-a-k-z-'a-l,v-O-K-z-'a-l,,
3344,Botlikh,botl1242,вагза́л,noun,"Saidova, Abusov 2012",вокзал,w-a-ɡ-z-'a-l,v-O-K-z-'a-l,,
3345,Botlikh_Al,botl1242,вазга́л,noun,"Alekseev, Azayev 2019",вокзал,w-a-z-ɡ-'a-l,v-O-K-z-'a-l,1,
3346,Godoberi,ghod1238,ВАГЗÁЛ,noun,Saidova 2006,вокзал,w-a-ɡ-z-'a-l,v-O-K-z-'a-l,,
3347,Botlikh_Al,botl1242,валибо́л,noun,"Alekseev, Azayev 2019",волейбол,w-a-l-i-0-b-'o-l,v-O-lʲ-E-j-b-'o-l,,
3348,Botlikh_Al,botl1242,во́лфрам,noun,"Alekseev, Azayev 2019",вольфрам,w-'o-l-f-r-a-m,v-O-lʲ-f-r-'a-m,,
3349,Botlikh_Al,botl1242,волт,noun,"Alekseev, Azayev 2019",вольт,w-o-l-t,v-o-lʲ-t,,
3350,Botlikh_Al,botl1242,во́лтметр,noun,"Alekseev, Azayev 2019",вольтметр,w-'o-l-t-m-e-t-r,v-O-lʲ-t-mʲ-'e-t-r,,
3351,Botlikh_Al,botl1242,васкре́сник,noun,"Alekseev, Azayev 2019",воскресник,w-a-s-k-r-'e-s-n-i-k,v-O-s-k-rʲ-'e-s-nʲ-I-k,,
3352,Botlikh_Al,botl1242,васпита́тел,noun,"Alekseev, Azayev 2019",воспитатель,w-a-s-p-i-t-'a-t-e-l,v-O-s-pʲ-I-t-'a-tʲ-E-lʲ,,
3353,Botlikh_Al,botl1242,васта́ни,noun,"Alekseev, Azayev 2019",восстание,w-a-s-t-'a-n-i-0-0,v-O-s-t-'a-nʲ-I-j-E,,
3354,Avar,avar1256,вожд/ь,,Gimbatov 2006,вождь,w-o-ʒ-d,v-'o-ʐ-dʲ,,
3355,Botlikh_Al,botl1242,вулка́н,noun,"Alekseev, Azayev 2019",вулкан,w-u-l-k-'a-n,v-U-l-k-'a-n,,
3356,Avar,avar1256,взнос,,Gimbatov 2006,взнос,w-z-n-o-s,v-z-n-'o-s,,
3357,Botlikh_Al,botl1242,взнос,noun,"Alekseev, Azayev 2019",взнос,w-z-n-o-s,v-z-n-'o-s,,
3358,Avar,avar1256,вéдомост/ь,,Gimbatov 2006,ведомость,w-'e-d-o-m-o-s-t,vʲ-'e-d-O-m-O-s-tʲ,,
3359,Botlikh_Al,botl1242,ве́домост,noun,"Alekseev, Azayev 2019",ведомость,w-'e-d-o-m-o-s-t,vʲ-'e-d-O-m-O-s-tʲ,,
3360,Botlikh_Al,botl1242,веер,noun,"Alekseev, Azayev 2019",веер,w-e-j-e-r,vʲ-'e-j-E-r,,
3361,Botlikh_Al,botl1242,ве́рмут,noun,"Alekseev, Azayev 2019",вермут,w-'e-r-m-u-t,vʲ-'e-r-m-U-t,,
3362,Botlikh_Al,botl1242,ве́чер,noun,"Alekseev, Azayev 2019",вечеринка,w-'e-tʃ-e-r,vʲ-'e-tɕ-E-r,,
3363,Botlikh_Al,botl1242,ви́рус,noun,"Alekseev, Azayev 2019",вирус,w-'i-r-u-s,vʲ-'i-r-U-s,,
3364,Botlikh_Al,botl1242,ви́ски,noun,"Alekseev, Azayev 2019",виски,w-'i-s-k-i,vʲ-'i-s-k-I,,
3365,Akhvakh,akhv1239,биди'ра,noun,"Magomedova, Abdulayeva 2007",ведро,b-i-d-'i-r-a,vʲ-E-d-0-r-'o,,
3366,Bagvalal,bagv1239,Б́ИДИРА,,Magomedova 2004,ведро,b-'i-d-i-r-a,vʲ-E-d-0-r-'o,,
3367,Godoberi,ghod1238,ОДИРÁ,,Saidova 2006,ведро,0-o-d-i-r-'a,vʲ-E-d-0-r-'o,,
3368,Karata-Tukita,kara1474,БЕ'ДЕРА,noun,"Magomedova, Khalidova 2001",ведро,b-'e-d-e-r-a,vʲ-E-d-0-r-'o,,
3369,Tindi,tind1238,БИ́ДИРА,noun,Magomedova 2003,ведро,b-'i-d-i-r-a,vʲ-E-d-0-r-'o,,
3370,Avar,avar1256,ведр/ó,,Gimbatov 2006,ведро,w-e-d-r-'o,vʲ-E-d-r-'o,,
3371,Botlikh_Al,botl1242,видра́,noun,"Alekseev, Azayev 2019",ведро,w-i-d-r-'a,vʲ-E-d-r-'o,,
3372,Avar,avar1256,велосипéд,,Gimbatov 2006,велосипед,w-e-l-o-s-i-p-'e-d,vʲ-E-l-O-sʲ-I-pʲ-'e-D,,
3373,Bagvalal,bagv1239,ВЕЛЕСИПÉТ,,Magomedova 2004,велосипед,w-e-l-e-s-i-p-'e-t,vʲ-E-l-O-sʲ-I-pʲ-'e-D,,
3374,Bagvalal,bagv1239,ВИЛАСИПÉД,,Magomedova 2004,велосипед,w-i-l-a-s-i-p-'e-d,vʲ-E-l-O-sʲ-I-pʲ-'e-D,,
3375,Botlikh_Al,botl1242,веласапе́т,noun,"Alekseev, Azayev 2019",велосипед,w-e-l-a-s-a-p-'e-t,vʲ-E-l-O-sʲ-I-pʲ-'e-D,,
3376,Botlikh_Al,botl1242,винтилятор,noun,"Alekseev, Azayev 2019",вентилятор,w-i-n-t-i-l-a-t-o-r,vʲ-E-n-tʲ-I-lʲ-'a-t-O-r,,
3377,Botlikh_Al,botl1242,вермише́л,noun,"Alekseev, Azayev 2019",вермишель,w-e-r-m-i-ʃ-'e-l,vʲ-E-r-mʲ-I-ʃ-'e-lʲ,,
3378,Botlikh_Al,botl1242,верталёт,noun,"Alekseev, Azayev 2019",вертолет,w-e-r-t-a-lʲ-o-t,vʲ-E-r-t-O-lʲ-'o-t,,
3379,Botlikh_Al,botl1242,вече́рникI,noun,"Alekseev, Azayev 2019",вечерник,w-e-tʃ-'e-r-n-i-k',vʲ-E-tɕ-'e-r-nʲ-I-k,,
3380,Avar,avar1256,ветера́н,,Gimbatov 2006,ветеран,w-e-t-e-r-'a-n,vʲ-E-tʲ-E-r-'a-n,,
3381,Botlikh_Al,botl1242,ветеран,noun,"Alekseev, Azayev 2019",ветеран,w-e-t-e-r-a-n,vʲ-E-tʲ-E-r-'a-n,,
3382,Botlikh_Al,botl1242,ви́брион,noun,"Alekseev, Azayev 2019",вибрион,w-'i-b-r-i-o-n,vʲ-I-b-rʲ-I-'o-n,,
3383,Botlikh_Al,botl1242,ви́лка,noun,"Alekseev, Azayev 2019",вилка,w-'i-l-k-a,vʲ-'i-l-k-A,,
3384,Botlikh_Al,botl1242,вино́,noun,"Alekseev, Azayev 2019",вино,w-i-n-'o,vʲ-I-n-'o,,
3385,Botlikh_Al,botl1242,винегре́т,noun,"Alekseev, Azayev 2019",винегрет,w-i-n-e-ɡ-r-'e-t,vʲ-I-nʲ-E-g-rʲ-'e-t,,
3386,Avar,avar1256,витамѝн,,Gimbatov 2006,витамин,w-i-t-a-m-'i-n,vʲ-I-t-A-mʲ-'i-n,,
3387,Botlikh_Al,botl1242,витами́н,noun,"Alekseev, Azayev 2019",витамин,w-i-t-a-m-'i-n,vʲ-I-t-A-mʲ-'i-n,,
3388,Avar,avar1256,хор,,Gimbatov 2006,хор,χ-o-r,x-'o-r,,
3389,Botlikh_Al,botl1242,хор,,"Alekseev, Azayev 2019",хор,χ-o-r,x-'o-r,,
3390,Andi,andi1255,хором,,Salimov 2010,хром,χ-o-r-o-m,x-0-r-'o-m,,
3391,Bagvalal,bagv1239,ХУР́УМ,,Magomedova 2004,хром,χ-u-r-'u-m,x-0-r-'o-m,,
3392,Chamalal,cham1309,ХУРУМ,noun III,Magomedova 1999,хром,χ-u-r-u-m,x-0-r-'o-m,,
3393,Godoberi,ghod1238,ХУРУ́М,,Saidova 2006,хром,χ-u-r-'u-m,x-0-r-'o-m,,
3394,Karata-Tukita,kara1474,Х¯УРУ'М,,"Magomedova, Khalidova 2001",хром,χː-u-r-'u-m,x-0-r-'o-m,,
3395,Botlikh_Al,botl1242,хуруста́л,noun,"Alekseev, Azayev 2019",хрусталь,χ-u-r-u-s-t-'a-l,x-0-r-U-s-t-'a-lʲ,,
3396,Akhvakh,akhv1239,ха̄'гIате,noun,"Magomedova, Abdulayeva 2007",халат,χ-'aː-ʕ-a-t-e,x-A-l-'a-t-0,,
3397,Andi,andi1255,халати,,Salimov 2010,халат,χ-a-l-a-t-i,x-A-l-'a-t-0,,
3398,Avar,avar1256,халгІа́т,,Gimbatov 2006,халат,χ-a-l-ʕ-'a-t,x-A-l-0-'a-t,,
3399,Bagvalal,bagv1239,ХАЛГIÁТ,,Magomedova 2004,халат,χ-a-l-ʕ-'a-t,x-A-l-0-'a-t,,
3400,Botlikh_Al,botl1242,халгIа́т,noun,"Alekseev, Azayev 2019",халат,χ-a-l-ʕ-'a-t,x-A-l-0-'a-t,,
3401,Karata-Tukita,kara1474,ХАЛГ|А'Т,,"Magomedova, Khalidova 2001",халат,χ-a-l-ʕ-'a-t,x-A-l-0-'a-t,,
3402,Godoberi,ghod1238,ХАЛГIÁТ/И,,Saidova 2006,халат,χ-a-l-ʕ-'a-t-i,x-A-l-0-'a-t-0,,
3403,Avar,avar1256,хлорофóрм,,Gimbatov 2006,хлороформ,χ-l-o-r-o-f-'o-r-m,x-l-O-r-O-f-'o-r-m,,
3404,Botlikh_Al,botl1242,хларапо́рма,,"Alekseev, Azayev 2019",хлороформ,χ-l-a-r-a-p-'o-r-m-a,x-l-O-r-O-f-'o-r-m-0,,
3405,Avar,avar1256,хоккé/й,,Gimbatov 2006,хоккей,χ-o-k-'e-j,x-O-kʲ-'e-j,,
3406,Botlikh_Al,botl1242,хаке́й,,"Alekseev, Azayev 2019",хоккей,χ-a-k-'e-j,x-O-kʲ-'e-j,,
3407,Botlikh_Al,botl1242,хакеи́ст,,"Alekseev, Azayev 2019",хоккеист,χ-a-k-e-'i-s-t,x-O-kʲ-E-'i-s-t,,
3408,Avar,avar1256,холодѝльник,,Gimbatov 2006,холодильник,χ-o-l-o-d-'i-l-n-i-k,x-O-l-O-dʲ-'i-lʲ-nʲ-I-k,,
3409,Bagvalal,bagv1239,ХАЛАД́ӢНИК,,Magomedova 2004,холодильник,χ-a-l-a-d-'i-0-nː-i-k,x-O-l-O-dʲ-'i-lʲ-nʲ-I-k,,
3410,Botlikh_Al,botl1242,халади́лникI,,"Alekseev, Azayev 2019",холодильник,χ-a-l-a-d-'i-l-n-i-k',x-O-l-O-dʲ-'i-lʲ-nʲ-I-k,,
3411,Godoberi,ghod1238,ХАЛАДИ́НИКIИ,,Saidova 2006,холодильник,χ-a-l-a-d-'i-0-n-i-kʲ'-i,x-O-l-O-dʲ-'i-lʲ-nʲ-I-k-0,,
3412,Avar,avar1256,хважа́йин,,Gimbatov 2006,хозяин,χʷ-a-ʒ-a-j-i-n,x-O-zʲ-'a-0-I-n,,
3413,Tindi,tind1238,ХВАЖÁИН,,Magomedova 2003,хозяин,χʷ-a-ʒ-'a-i-n,x-O-zʲ-'a-I-n,,
3415,Akhvakh,akhv1239,х̄важаини,noun,"Magomedova, Abdulayeva 2007",хозяин,χːʷ-a-ʒ-a-i-n-i,x-O-zʲ-'a-I-n-0,,
3416,Avar,avar1256,хром,,Gimbatov 2006,хром,χ-r-'o-m,x-r-'o-m,,
